round,group_index,mode,classification,all_wrong,rollouts,scored,reward_mean,success_mean,retry_present
0,433,assisted,not_frontier,0,8,8,0.25,0.25,0
0,434,assisted,not_frontier,0,8,8,1.0,1.0,0
0,435,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,436,assisted,not_frontier,0,8,8,0.25,0.25,0
0,437,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,438,assisted,not_frontier,0,8,8,1.0,1.0,0
0,439,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,440,assisted,not_frontier,0,8,8,1.0,1.0,0
0,441,skill_free,not_frontier,0,8,8,0.5,0.5,0
0,442,assisted,not_frontier,0,8,8,1.0,1.0,0
0,443,assisted,not_frontier,0,8,8,1.0,1.0,0
0,444,assisted,not_frontier,0,8,8,0.75,0.75,0
0,445,assisted,not_frontier,0,8,8,1.0,1.0,0
0,446,assisted,not_frontier,0,8,8,0.375,0.375,0
0,447,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,448,assisted,not_frontier,0,8,8,0.25,0.25,0
0,449,assisted,environment_or_runtime_error,1,8,8,0.0,0.0,1
0,450,assisted,not_frontier,0,8,8,1.0,1.0,0
0,451,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,452,assisted,not_frontier,0,8,8,0.875,0.875,0
0,453,assisted,not_frontier,0,8,8,0.5833333333333334,0.5,0
0,454,assisted,not_frontier,0,8,8,0.875,0.875,0
0,455,assisted,not_frontier,0,8,8,0.875,0.75,0
0,456,assisted,not_frontier,0,8,8,1.0,1.0,0
0,457,assisted,not_frontier,0,8,8,1.0,1.0,0
0,458,assisted,not_frontier,0,8,8,0.875,0.875,0
0,459,assisted,not_frontier,0,8,8,0.625,0.625,0
0,460,skill_free,not_frontier,0,8,8,0.5,0.5,0
0,461,assisted,not_frontier,0,8,8,1.0,1.0,0
0,462,assisted,not_frontier,0,8,8,0.125,0.125,0
0,463,assisted,not_frontier,0,8,8,0.125,0.125,0
0,464,assisted,not_frontier,0,8,8,1.0,1.0,0
0,465,assisted,not_frontier,0,8,8,0.71875,0.625,0
0,466,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,467,assisted,not_frontier,0,8,8,1.0,1.0,0
0,468,assisted,not_frontier,0,8,8,0.125,0.125,0
0,469,assisted,not_frontier,0,8,8,0.625,0.625,0
0,470,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,471,assisted,not_frontier,0,8,8,0.125,0.125,0
0,472,skill_free,not_frontier,0,8,8,0.625,0.625,0
0,473,assisted,not_frontier,0,8,8,1.0,1.0,0
0,474,assisted,environment_or_runtime_error,0,8,6,0.5,0.5,0
0,475,assisted,not_frontier,0,8,8,1.0,1.0,0
0,476,skill_free,not_frontier,0,8,8,0.9375,0.875,0
0,477,assisted,not_frontier,0,8,8,1.0,1.0,0
0,478,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,479,assisted,environment_or_runtime_error,0,8,5,0.6,0.6,0
0,480,assisted,not_frontier,0,8,8,1.0,1.0,0
0,481,assisted,not_frontier,0,8,8,1.0,1.0,0
0,482,assisted,not_frontier,0,8,8,1.0,1.0,0
0,483,assisted,not_frontier,0,8,8,1.0,1.0,0
0,484,assisted,not_frontier,0,8,8,0.875,0.875,0
0,485,assisted,not_frontier,0,8,8,1.0,1.0,0
0,486,assisted,not_frontier,0,8,8,1.0,1.0,0
0,487,skill_free,not_frontier,0,8,8,0.125,0.125,0
0,488,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,489,assisted,not_frontier,0,8,8,0.5,0.5,0
0,490,assisted,not_frontier,0,8,8,1.0,1.0,0
0,491,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,492,skill_free,not_frontier,0,8,8,0.125,0.125,0
0,493,assisted,not_frontier,0,8,8,0.375,0.375,0
0,494,assisted,not_frontier,0,8,8,0.75,0.75,0
0,495,assisted,not_frontier,0,8,8,1.0,1.0,0
0,496,assisted,not_frontier,0,8,8,0.875,0.875,0
0,497,assisted,not_frontier,0,8,8,0.875,0.875,0
0,498,assisted,not_frontier,0,8,8,1.0,1.0,0
0,499,assisted,not_frontier,0,8,8,0.375,0.375,0
0,500,assisted,not_frontier,0,8,8,1.0,1.0,0
0,501,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,502,skill_free,not_frontier,0,8,8,0.875,0.875,0
0,503,assisted,not_frontier,0,8,8,0.375,0.375,0
0,504,assisted,not_frontier,0,8,8,1.0,1.0,0
0,505,assisted,not_frontier,0,8,8,1.0,1.0,0
0,506,assisted,not_frontier,0,8,8,1.0,1.0,0
0,507,assisted,not_frontier,0,8,8,1.0,1.0,0
0,508,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,509,assisted,not_frontier,0,8,8,0.125,0.125,0
0,510,assisted,not_frontier,0,8,8,1.0,1.0,0
0,511,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,512,assisted,not_frontier,0,8,8,1.0,1.0,0
0,513,assisted,not_frontier,0,8,8,0.625,0.625,0
0,514,assisted,not_frontier,0,8,8,1.0,1.0,0
0,515,assisted,not_frontier,0,8,8,1.0,1.0,0
0,516,skill_free,not_frontier,0,8,8,0.75,0.75,0
0,517,assisted,not_frontier,0,8,8,1.0,1.0,0
0,518,assisted,not_frontier,0,8,8,0.875,0.875,0
0,519,assisted,not_frontier,0,8,8,1.0,1.0,0
0,520,assisted,not_frontier,0,8,8,0.9375,0.875,0
0,521,assisted,not_frontier,0,8,8,0.625,0.625,0
0,522,assisted,not_frontier,0,8,8,1.0,1.0,0
0,523,assisted,not_frontier,0,8,8,0.5,0.5,0
0,524,assisted,not_frontier,0,8,8,0.75,0.75,0
0,525,skill_free,not_frontier,0,8,8,0.5,0.5,0
0,526,assisted,not_frontier,0,8,8,0.75,0.75,0
0,527,assisted,not_frontier,0,8,8,0.625,0.625,0
0,528,assisted,full_skill_failure_pending_analysis,1,8,8,0.09375,0.0,1
0,529,assisted,not_frontier,0,8,8,0.625,0.625,0
0,530,assisted,not_frontier,0,8,8,0.875,0.875,0
0,531,assisted,not_frontier,0,8,8,1.0,1.0,0
0,532,assisted,environment_or_runtime_error,0,8,7,0.42857142857142855,0.42857142857142855,0
0,533,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,534,assisted,not_frontier,0,8,8,1.0,1.0,0
0,535,skill_free,not_frontier,0,8,8,0.875,0.875,0
0,536,assisted,not_frontier,0,8,8,1.0,1.0,0
0,537,assisted,not_frontier,0,8,8,1.0,1.0,0
0,538,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,539,assisted,not_frontier,0,8,8,1.0,1.0,0
0,540,skill_free,not_frontier,0,8,8,0.375,0.375,0
0,541,assisted,not_frontier,0,8,8,1.0,1.0,0
0,542,assisted,not_frontier,0,8,8,1.0,1.0,0
0,543,skill_free,not_frontier,0,8,8,0.625,0.625,0
0,544,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,545,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,546,assisted,not_frontier,0,8,8,1.0,1.0,0
0,547,assisted,not_frontier,0,8,8,0.625,0.625,0
0,548,assisted,not_frontier,0,8,8,1.0,1.0,0
0,549,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,550,assisted,not_frontier,0,8,8,1.0,1.0,0
0,551,assisted,full_skill_failure_pending_analysis,1,8,8,0.0625,0.0,1
0,552,assisted,not_frontier,0,8,8,1.0,1.0,0
0,553,assisted,not_frontier,0,8,8,0.7678571428571428,0.75,0
0,554,assisted,not_frontier,0,8,8,1.0,1.0,0
0,555,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,556,assisted,not_frontier,0,8,8,0.625,0.625,0
0,557,assisted,not_frontier,0,8,8,1.0,1.0,0
0,558,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,559,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,560,assisted,not_frontier,0,8,8,0.625,0.625,0
0,561,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,562,assisted,not_frontier,0,8,8,1.0,1.0,0
0,563,assisted,full_skill_failure_pending_analysis,1,8,8,0.296875,0.0,1
0,564,assisted,not_frontier,0,8,8,1.0,1.0,0
0,565,skill_free,not_frontier,0,8,8,0.5,0.5,0
0,566,skill_free,not_frontier,0,8,8,0.625,0.625,0
0,567,skill_free,not_frontier,0,8,8,0.875,0.875,0
0,568,assisted,not_frontier,0,8,8,1.0,1.0,0
0,569,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,570,assisted,not_frontier,0,8,8,1.0,1.0,0
0,571,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,572,assisted,not_frontier,0,8,8,1.0,1.0,0
0,573,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,574,assisted,not_frontier,0,8,8,1.0,1.0,0
0,575,assisted,not_frontier,0,8,8,0.8125,0.75,0
0,576,assisted,not_frontier,0,8,8,1.0,1.0,0
0,577,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,578,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,579,skill_free,not_frontier,0,8,8,0.5,0.5,0
0,580,assisted,not_frontier,0,8,8,0.8875,0.875,0
0,581,skill_free,not_frontier,0,8,8,0.25,0.25,0
0,582,assisted,not_frontier,0,8,8,1.0,1.0,0
0,583,assisted,not_frontier,0,8,8,1.0,1.0,0
0,584,assisted,not_frontier,0,8,8,1.0,1.0,0
0,585,assisted,not_frontier,0,8,8,1.0,1.0,0
0,586,assisted,not_frontier,0,8,8,1.0,1.0,0
0,587,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,588,assisted,not_frontier,0,8,8,1.0,1.0,0
0,589,assisted,not_frontier,0,8,8,0.875,0.875,0
0,590,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,591,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,592,skill_free,not_frontier,0,8,8,0.125,0.125,0
0,593,assisted,not_frontier,0,8,8,0.875,0.875,0
0,594,assisted,not_frontier,0,8,8,1.0,1.0,0
0,595,assisted,not_frontier,0,8,8,0.9583333333333333,0.875,0
0,596,skill_free,not_frontier,0,8,8,0.875,0.875,0
0,597,assisted,not_frontier,0,8,8,0.875,0.875,0
0,598,assisted,not_frontier,0,8,8,1.0,1.0,0
0,599,assisted,not_frontier,0,8,8,1.0,1.0,0
0,600,assisted,not_frontier,0,8,8,1.0,1.0,0
0,601,assisted,not_frontier,0,8,8,1.0,1.0,0
0,602,assisted,not_frontier,0,8,8,1.0,1.0,0
0,603,assisted,not_frontier,0,8,8,1.0,1.0,0
0,604,assisted,not_frontier,0,8,8,0.7613636363636365,0.625,0
0,605,assisted,not_frontier,0,8,8,1.0,1.0,0
0,606,assisted,not_frontier,0,8,8,1.0,1.0,0
0,607,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,608,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,609,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,610,assisted,not_frontier,0,8,8,1.0,1.0,0
0,611,assisted,not_frontier,0,8,8,0.5,0.5,0
0,612,skill_free,not_frontier,0,8,8,0.875,0.875,0
0,613,assisted,not_frontier,0,8,8,1.0,1.0,0
0,614,assisted,not_frontier,0,8,8,0.375,0.375,0
0,615,assisted,not_frontier,0,8,8,0.75,0.75,0
0,616,assisted,not_frontier,0,8,8,0.875,0.875,0
0,617,assisted,not_frontier,0,8,8,1.0,1.0,0
0,618,assisted,not_frontier,0,8,8,0.625,0.625,0
0,619,assisted,not_frontier,0,8,8,0.875,0.875,0
0,620,assisted,not_frontier,0,8,8,1.0,1.0,0
0,621,assisted,not_frontier,0,8,8,1.0,1.0,0
0,622,assisted,not_frontier,0,8,8,0.125,0.125,0
0,623,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,624,assisted,not_frontier,0,8,8,1.0,1.0,0
0,625,assisted,not_frontier,0,8,8,0.625,0.625,0
0,626,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,627,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,628,skill_free,not_frontier,0,8,8,1.0,1.0,0
0,629,assisted,not_frontier,0,8,8,1.0,1.0,0
0,630,assisted,not_frontier,0,8,8,0.6875,0.625,0
0,631,assisted,not_frontier,0,8,8,1.0,1.0,0
0,632,assisted,full_skill_failure_pending_analysis,1,8,8,0.171875,0.0,1
0,633,assisted,not_frontier,0,8,8,0.875,0.875,0
0,634,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
0,635,assisted,not_frontier,0,8,8,0.25,0.25,0
0,636,assisted,not_frontier,0,8,8,0.875,0.875,0
0,637,assisted,not_frontier,0,8,8,1.0,1.0,0
0,638,assisted,not_frontier,0,8,8,1.0,1.0,0
0,639,assisted,not_frontier,0,8,8,0.75,0.75,0
1,640,assisted,not_frontier,0,8,8,1.0,1.0,0
1,641,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,642,assisted,not_frontier,0,8,8,0.5,0.5,0
1,643,assisted,not_frontier,0,8,8,1.0,1.0,0
1,644,assisted,not_frontier,0,8,8,1.0,1.0,0
1,645,assisted,not_frontier,0,8,8,1.0,1.0,0
1,646,assisted,not_frontier,0,8,8,1.0,1.0,0
1,647,assisted,not_frontier,0,8,8,0.875,0.875,0
1,648,assisted,not_frontier,0,8,8,0.75,0.75,0
1,649,assisted,not_frontier,0,8,8,1.0,1.0,0
1,650,assisted,not_frontier,0,8,8,1.0,1.0,0
1,651,assisted,not_frontier,0,8,8,0.625,0.625,0
1,652,assisted,not_frontier,0,8,8,1.0,1.0,0
1,653,assisted,not_frontier,0,8,8,1.0,1.0,0
1,654,assisted,not_frontier,0,8,8,1.0,1.0,0
1,655,assisted,not_frontier,0,8,8,1.0,1.0,0
1,656,assisted,not_frontier,0,8,8,0.7916666666666666,0.625,0
1,657,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,658,assisted,not_frontier,0,8,8,1.0,1.0,0
1,659,assisted,not_frontier,0,8,8,0.875,0.875,0
1,660,assisted,not_frontier,0,8,8,1.0,1.0,0
1,661,assisted,not_frontier,0,8,8,0.75,0.75,0
1,662,assisted,not_frontier,0,8,8,0.5,0.5,0
1,663,assisted,not_frontier,0,8,8,0.75,0.75,0
1,664,assisted,not_frontier,0,8,8,1.0,1.0,0
1,665,assisted,not_frontier,0,8,8,0.5,0.5,0
1,666,assisted,not_frontier,0,8,8,1.0,1.0,0
1,667,assisted,not_frontier,0,8,8,0.875,0.875,0
1,668,assisted,not_frontier,0,8,8,1.0,1.0,0
1,669,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,670,assisted,not_frontier,0,8,8,0.75,0.75,0
1,671,assisted,not_frontier,0,8,8,1.0,1.0,0
1,672,assisted,not_frontier,0,8,8,1.0,1.0,0
1,673,assisted,not_frontier,0,8,8,0.875,0.875,0
1,674,assisted,not_frontier,0,8,8,1.0,1.0,0
1,675,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,676,assisted,not_frontier,0,8,8,1.0,1.0,0
1,677,assisted,not_frontier,0,8,8,0.125,0.125,0
1,678,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,679,assisted,not_frontier,0,8,8,1.0,1.0,0
1,680,assisted,not_frontier,0,8,8,1.0,1.0,0
1,681,assisted,not_frontier,0,8,8,1.0,1.0,0
1,682,assisted,not_frontier,0,8,8,1.0,1.0,0
1,683,assisted,not_frontier,0,8,8,0.8392857142857142,0.625,0
1,684,assisted,not_frontier,0,8,8,1.0,1.0,0
1,685,assisted,not_frontier,0,8,8,1.0,1.0,0
1,686,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,687,assisted,not_frontier,0,8,8,0.9375,0.875,0
1,688,assisted,not_frontier,0,8,8,0.875,0.875,0
1,689,assisted,not_frontier,0,8,8,0.375,0.375,0
1,690,assisted,not_frontier,0,8,8,0.8125,0.625,0
1,691,assisted,not_frontier,0,8,8,1.0,1.0,0
1,692,skill_free,model_internalization_deficit,1,8,8,0.0,0.0,1
1,693,skill_free,not_frontier,0,8,8,0.25,0.25,0
1,694,assisted,not_frontier,0,8,8,0.125,0.125,0
1,695,assisted,not_frontier,0,8,8,0.5,0.5,0
1,696,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,697,assisted,not_frontier,0,8,8,1.0,1.0,0
1,698,assisted,not_frontier,0,8,8,1.0,1.0,0
1,699,assisted,not_frontier,0,8,8,0.875,0.875,0
1,700,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,701,assisted,not_frontier,0,8,8,0.375,0.375,0
1,702,skill_free,not_frontier,0,8,8,0.25,0.25,0
1,703,assisted,not_frontier,0,8,8,1.0,1.0,0
1,704,assisted,not_frontier,0,8,8,1.0,1.0,0
1,705,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,706,assisted,not_frontier,0,8,8,1.0,1.0,0
1,707,assisted,not_frontier,0,8,8,1.0,1.0,0
1,708,assisted,not_frontier,0,8,8,0.5,0.5,0
1,709,assisted,not_frontier,0,8,8,1.0,1.0,0
1,710,assisted,not_frontier,0,8,8,1.0,1.0,0
1,711,assisted,not_frontier,0,8,8,0.875,0.875,0
1,712,assisted,not_frontier,0,8,8,1.0,1.0,0
1,713,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,714,assisted,not_frontier,0,8,8,0.375,0.375,0
1,715,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,716,assisted,not_frontier,0,8,8,1.0,1.0,0
1,717,assisted,not_frontier,0,8,8,1.0,1.0,0
1,718,assisted,not_frontier,0,8,8,1.0,1.0,0
1,719,assisted,not_frontier,0,8,8,1.0,1.0,0
1,720,assisted,not_frontier,0,8,8,1.0,1.0,0
1,721,assisted,not_frontier,0,8,8,1.0,1.0,0
1,722,assisted,not_frontier,0,8,8,1.0,1.0,0
1,723,assisted,not_frontier,0,8,8,1.0,1.0,0
1,724,assisted,not_frontier,0,8,8,0.875,0.875,0
1,725,assisted,not_frontier,0,8,8,1.0,1.0,0
1,726,assisted,not_frontier,0,8,8,1.0,1.0,0
1,727,assisted,not_frontier,0,8,8,1.0,1.0,0
1,728,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,729,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,730,assisted,not_frontier,0,8,8,0.625,0.625,0
1,731,assisted,not_frontier,0,8,8,1.0,1.0,0
1,732,assisted,not_frontier,0,8,8,0.875,0.875,0
1,733,assisted,full_skill_failure_pending_analysis,1,8,8,0.08333333333333333,0.0,1
1,734,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,735,assisted,not_frontier,0,8,8,0.875,0.875,0
1,736,assisted,not_frontier,0,8,8,1.0,1.0,0
1,737,assisted,not_frontier,0,8,8,1.0,1.0,0
1,738,assisted_empty,not_frontier,0,8,8,0.625,0.625,0
1,739,assisted,not_frontier,0,8,8,0.625,0.375,0
1,740,assisted,not_frontier,0,8,8,0.875,0.875,0
1,741,assisted,not_frontier,0,8,8,1.0,1.0,0
1,742,skill_free,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,743,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,744,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,745,assisted,not_frontier,0,8,8,1.0,1.0,0
1,746,assisted,not_frontier,0,8,8,1.0,1.0,0
1,747,assisted,not_frontier,0,8,8,1.0,1.0,0
1,748,assisted,not_frontier,0,8,8,1.0,1.0,0
1,749,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,750,assisted,not_frontier,0,8,8,1.0,1.0,0
1,751,assisted,not_frontier,0,8,8,1.0,1.0,0
1,752,assisted,not_frontier,0,8,8,1.0,1.0,0
1,753,assisted,not_frontier,0,8,8,1.0,1.0,0
1,754,assisted,not_frontier,0,8,8,1.0,1.0,0
1,755,assisted,not_frontier,0,8,8,1.0,1.0,0
1,756,assisted,not_frontier,0,8,8,1.0,1.0,0
1,757,assisted,not_frontier,0,8,8,1.0,1.0,0
1,758,assisted,not_frontier,0,8,8,0.75,0.75,0
1,759,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,760,assisted,not_frontier,0,8,8,1.0,1.0,0
1,761,assisted,not_frontier,0,8,8,1.0,1.0,0
1,762,assisted,not_frontier,0,8,8,1.0,1.0,0
1,763,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,764,assisted,not_frontier,0,8,8,1.0,1.0,0
1,765,assisted,not_frontier,0,8,8,1.0,1.0,0
1,766,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,767,assisted,not_frontier,0,8,8,0.5,0.5,0
1,768,assisted,not_frontier,0,8,8,0.7083333333333333,0.5,0
1,769,assisted,not_frontier,0,8,8,1.0,1.0,0
1,770,assisted,not_frontier,0,8,8,1.0,1.0,0
1,771,assisted,not_frontier,0,8,8,0.75,0.75,0
1,772,assisted,not_frontier,0,8,8,1.0,1.0,0
1,773,assisted,not_frontier,0,8,8,0.5,0.5,0
1,774,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,775,assisted,not_frontier,0,8,8,1.0,1.0,0
1,776,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,777,assisted,not_frontier,0,8,8,1.0,1.0,0
1,778,assisted,not_frontier,0,8,8,0.5,0.5,0
1,779,assisted,not_frontier,0,8,8,0.875,0.875,0
1,780,skill_free,not_frontier,0,8,8,0.375,0.375,0
1,781,assisted,not_frontier,0,8,8,1.0,1.0,0
1,782,assisted,not_frontier,0,8,8,1.0,1.0,0
1,783,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,784,assisted,not_frontier,0,8,8,0.75,0.75,0
1,785,assisted,not_frontier,0,8,8,1.0,1.0,0
1,786,assisted,not_frontier,0,8,8,1.0,1.0,0
1,787,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,788,assisted,not_frontier,0,8,8,0.125,0.125,0
1,789,assisted,not_frontier,0,8,8,1.0,1.0,0
1,790,assisted,not_frontier,0,8,8,1.0,1.0,0
1,791,assisted,not_frontier,0,8,8,1.0,1.0,0
1,792,assisted,not_frontier,0,8,8,1.0,1.0,0
1,793,assisted,not_frontier,0,8,8,1.0,1.0,0
1,794,assisted,not_frontier,0,8,8,1.0,1.0,0
1,795,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,796,assisted,not_frontier,0,8,8,1.0,1.0,0
1,797,assisted,not_frontier,0,8,8,1.0,1.0,0
1,798,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,799,assisted,not_frontier,0,8,8,0.875,0.875,0
1,800,assisted,not_frontier,0,8,8,1.0,1.0,0
1,801,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,802,assisted,not_frontier,0,8,8,1.0,1.0,0
1,803,assisted,not_frontier,0,8,8,1.0,1.0,0
1,804,assisted,not_frontier,0,8,8,1.0,1.0,0
1,805,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,806,assisted,not_frontier,0,8,8,1.0,1.0,0
1,807,assisted,not_frontier,0,8,8,0.625,0.625,0
1,808,assisted,not_frontier,0,8,8,0.875,0.875,0
1,809,assisted,not_frontier,0,8,8,1.0,1.0,0
1,810,assisted,not_frontier,0,8,8,1.0,1.0,0
1,811,assisted,not_frontier,0,8,8,1.0,1.0,0
1,812,skill_free,not_frontier,0,8,8,0.75,0.75,0
1,813,assisted,not_frontier,0,8,8,1.0,1.0,0
1,814,assisted,not_frontier,0,8,8,1.0,1.0,0
1,815,assisted,not_frontier,0,8,8,1.0,1.0,0
1,816,assisted,not_frontier,0,8,8,1.0,1.0,0
1,817,assisted,not_frontier,0,8,8,1.0,1.0,0
1,818,assisted,not_frontier,0,8,8,0.625,0.625,0
1,819,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,820,skill_free,not_frontier,0,8,8,0.125,0.125,0
1,821,assisted,not_frontier,0,8,8,0.375,0.375,0
1,822,assisted,not_frontier,0,8,8,1.0,1.0,0
1,823,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,824,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,825,assisted,not_frontier,0,8,8,0.875,0.875,0
1,826,assisted,not_frontier,0,8,8,1.0,1.0,0
1,827,skill_free,not_frontier,0,8,8,0.925,0.875,0
1,828,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,829,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,830,assisted,not_frontier,0,8,8,1.0,1.0,0
1,831,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,832,assisted,not_frontier,0,8,8,1.0,1.0,0
1,833,assisted,not_frontier,0,8,8,1.0,1.0,0
1,834,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,835,assisted,not_frontier,0,8,8,1.0,1.0,0
1,836,assisted,not_frontier,0,8,8,1.0,1.0,0
1,837,assisted,not_frontier,0,8,8,1.0,1.0,0
1,838,assisted,not_frontier,0,8,8,1.0,1.0,0
1,839,assisted,not_frontier,0,8,8,1.0,1.0,0
1,840,assisted,not_frontier,0,8,8,1.0,1.0,0
1,841,assisted,not_frontier,0,8,8,1.0,1.0,0
1,842,assisted,not_frontier,0,8,8,1.0,1.0,0
1,843,assisted,not_frontier,0,8,8,0.875,0.875,0
1,844,assisted,not_frontier,0,8,8,0.625,0.625,0
1,845,assisted,not_frontier,0,8,8,1.0,1.0,0
1,846,assisted,not_frontier,0,8,8,1.0,1.0,0
1,847,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,848,assisted,not_frontier,0,8,8,0.5,0.5,0
1,849,assisted,not_frontier,0,8,8,1.0,1.0,0
1,850,assisted,not_frontier,0,8,8,1.0,1.0,0
1,851,assisted,not_frontier,0,8,8,1.0,1.0,0
1,852,assisted,not_frontier,0,8,8,0.75,0.75,0
1,853,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,854,assisted,not_frontier,0,8,8,0.875,0.875,0
1,855,assisted,not_frontier,0,8,8,1.0,1.0,0
1,856,assisted,not_frontier,0,8,8,1.0,1.0,0
1,857,assisted,not_frontier,0,8,8,1.0,1.0,0
1,858,assisted,not_frontier,0,8,8,1.0,1.0,0
1,859,assisted,not_frontier,0,8,8,1.0,1.0,0
1,860,assisted,not_frontier,0,8,8,0.875,0.875,0
1,861,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,862,assisted,not_frontier,0,8,8,1.0,1.0,0
1,863,assisted,not_frontier,0,8,8,1.0,1.0,0
1,864,assisted,full_skill_failure_pending_analysis,1,8,8,0.0,0.0,1
1,865,assisted,not_frontier,0,8,8,1.0,1.0,0
1,866,assisted,not_frontier,0,8,8,1.0,1.0,0
1,867,assisted,not_frontier,0,8,8,0.875,0.875,0
1,868,skill_free,not_frontier,0,8,8,1.0,1.0,0
1,869,assisted,not_frontier,0,8,8,1.0,1.0,0
1,870,assisted,not_frontier,0,8,8,1.0,1.0,0
1,871,assisted,not_frontier,0,8,8,1.0,1.0,0
1,872,assisted,not_frontier,0,8,8,1.0,1.0,0
1,873,assisted,not_frontier,0,8,8,1.0,1.0,0
1,874,skill_free,not_frontier,0,8,8,0.875,0.875,0
1,875,assisted,not_frontier,0,8,8,1.0,1.0,0
1,876,assisted,not_frontier,0,8,8,1.0,1.0,0
1,877,assisted,not_frontier,0,8,8,1.0,1.0,0
1,878,assisted,not_frontier,0,8,8,1.0,1.0,0
